Age,EdLevel,Employment,Gender,YearsOfExperience,Status
50,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,24,0
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,1
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,1
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
46,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,1,0
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,1
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,0
35,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Woman,8,0
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,0
32,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,7,0
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,0
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,21,0
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,1
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,0
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,18,0
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,0
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,1
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,0
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,0
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,0
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,1
41,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,14,0
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,1
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,1
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,1
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,1
19,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,1
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,1
53,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,30,1
49,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,25,0
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,17,0
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,1
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,0
52,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,30,1
41,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,19,1
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,0
57,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,31,1
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,21,0
37,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,11,0
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,16,1
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,1
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
49,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,25,1
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Woman,5,1
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,1
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,1
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,0
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,0
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,1
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,0
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,0
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,8,0
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,0
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,0
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,0
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,12,0
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,1
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,1
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Woman,NA,1
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,0
49,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,21,0
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,1
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,0
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,15,0
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,0
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,0
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,0
46,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,23,0
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,1
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,0
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,1
53,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,22,0
32,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,7,0
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
36,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,13,1
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,Less than 1 year,0
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,1
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,5,0
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,10,0
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,Less than 1 year,0
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,1
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,1
57,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,35,0
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,5,0
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,0
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,1
48,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,24,1
56,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,30,0
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,1
31,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,17,1
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,1
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,2,0
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,1
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,0
54,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,1
41,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,12,1
49,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,20,1
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,0
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,2,1
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,0
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,0
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,0
50,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,0
32,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,14,1
33,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,10,1
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,1
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,2,0
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,1
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,0
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,1
51,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,32,0
70,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,More than 50 years,1
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,1
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,15,0
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,0
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,0
62,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,40,1
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,20,0
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,2,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,1
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,0
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,0
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
50,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,1
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,1
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,0
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,0
33,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Woman,5,1
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,1
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,25,1
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,0
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,23,1
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,11,1
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,0
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,1
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,1
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,1
56,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,33,1
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Woman,NA,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,"Non-binary, genderqueer, or gender non-conforming",4,0
41,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,13,1
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,0
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,25,0
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,1
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,0
51,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,26,0
53,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,30,0
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,0
34,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,6,0
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,1
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,0
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,1
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,1
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,1
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,0
29,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,6,0
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,1
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,1
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,0
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,1
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,1
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,3,1
41,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,19,0
61,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,38,0
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,0
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,1
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,22,1
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,0
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,25,1
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,17,1
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,1
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,1
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,0
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,18,0
28,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,6,0
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,0
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,0
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,0
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,5,0
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,24,1
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,1
51,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,0
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,0
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,19,1
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,1
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,14,1
32,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,5,0
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,1
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,0
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,0
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,7,1
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,1
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,1
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,0
48,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,26,0
47,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,25,1
59,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,0
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,0
41,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,10,0
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,1
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,0
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,0
24,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,0
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,0
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,0
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,0
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,1
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,11,1
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,1
29,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,3,1
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,1
47,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,23,0
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,0
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,1
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,0
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,0
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,1
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,0
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,0
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,0
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,1
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,0
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,1
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,14,1
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,0
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,0
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,1
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,0
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,1,1
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,1
